"","Year","AnnualCO2D_VLC0","AnnualCO2D_VLC10","AnnualCO2D_VLC1","AnnualCO2D_VLC2","AnnualCO2D_VLC3","AnnualCO2D_VLC4","AnnualCO2D_VLC5","AnnualCO2D_VLC6","AnnualCO2D_VLC7","AnnualCO2D_VLC8","AnnualCO2D_VLC9","AnnualCO2D_VLN0","AnnualCO2D_VLN10","AnnualCO2D_VLN1","AnnualCO2D_VLN2","AnnualCO2D_VLN3","AnnualCO2D_VLN4","AnnualCO2D_VLN5","AnnualCO2D_VLN6","AnnualCO2D_VLN7","AnnualCO2D_VLN8","AnnualCO2D_VLN9","AnnualCO2D_VLR0","AnnualCO2D_VLR10","AnnualCO2D_VLR1","AnnualCO2D_VLR2","AnnualCO2D_VLR3","AnnualCO2D_VLR4","AnnualCO2D_VLR5","AnnualCO2D_VLR6","AnnualCO2D_VLR7","AnnualCO2D_VLR8","AnnualCO2D_VLR9","AnnualCO2D_VMC0","AnnualCO2D_VMC10","AnnualCO2D_VMC1","AnnualCO2D_VMC2","AnnualCO2D_VMC3","AnnualCO2D_VMC4","AnnualCO2D_VMC5","AnnualCO2D_VMC6","AnnualCO2D_VMC7","AnnualCO2D_VMC8","AnnualCO2D_VMC9","AnnualCO2D_VMN0","AnnualCO2D_VMN10","AnnualCO2D_VMN1","AnnualCO2D_VMN2","AnnualCO2D_VMN3","AnnualCO2D_VMN4","AnnualCO2D_VMN5","AnnualCO2D_VMN6","AnnualCO2D_VMN7","AnnualCO2D_VMN8","AnnualCO2D_VMN9","AnnualCO2D_VMR0","AnnualCO2D_VMR10","AnnualCO2D_VMR1","AnnualCO2D_VMR2","AnnualCO2D_VMR3","AnnualCO2D_VMR4","AnnualCO2D_VMR5","AnnualCO2D_VMR6","AnnualCO2D_VMR7","AnnualCO2D_VMR8","AnnualCO2D_VMR9"
"22",22,0.00396622885319452,0.00620810649805237,0.00488233429562386,0.00554662478568043,0.00589716677816732,0.0060913968008463,0.00615781346144614,0.00621304927726974,0.00622971190692615,0.00621835789420584,0.00623399481328628,0.00396622885319452,0.00620810649805237,0.00488233429562386,0.00554662478568043,0.00589716677816732,0.0060913968008463,0.00615781346144614,0.00621304927726974,0.00622971190692615,0.00621835789420584,0.00623399481328628,0.00396622885319452,0.00620810649805237,0.00488233429562386,0.00554662478568043,0.00589716677816732,0.0060913968008463,0.00615781346144614,0.00621304927726974,0.00622971190692615,0.00621835789420584,0.00623399481328628,0.00396622885319452,0.00620810649805237,0.00488233429562386,0.00554662478568043,0.00589716677816732,0.0060913968008463,0.00615781346144614,0.00621304927726974,0.00622971190692615,0.00621835789420584,0.00623399481328628,0.00396622885319452,0.00620810649805237,0.00488233429562386,0.00554662478568043,0.00589716677816732,0.0060913968008463,0.00615781346144614,0.00621304927726974,0.00622971190692615,0.00621835789420584,0.00623399481328628,0.00396622885319452,0.00620810649805237,0.00488233429562386,0.00554662478568043,0.00589716677816732,0.0060913968008463,0.00615781346144614,0.00621304927726974,0.00622971190692615,0.00621835789420584,0.00623399481328628
"23",23,0.00377748888452916,0.00586275998928787,0.00467267845570586,0.00523239350643368,0.0055581929057498,0.00571998291889818,0.00581845208349595,0.00581257777460401,0.00582890962463001,0.00587782949737807,0.00585984526802299,0.00377748888452916,0.00586275998928787,0.00467267845570586,0.00523239350643368,0.0055581929057498,0.00571998291889818,0.00581845208349595,0.00581257777460401,0.00582890962463001,0.00587782949737807,0.00585984526802299,0.00377748888452916,0.00586275998928787,0.00467267845570586,0.00523239350643368,0.0055581929057498,0.00571998291889818,0.00581845208349595,0.00581257777460401,0.00582890962463001,0.00587782949737807,0.00585984526802299,0.00377748888452916,0.00586275998928787,0.00467267845570586,0.00523239350643368,0.0055581929057498,0.00571998291889818,0.00581845208349595,0.00581257777460401,0.00582890962463001,0.00587782949737807,0.00585984526802299,0.00377748888452916,0.00586275998928787,0.00467267845570586,0.00523239350643368,0.0055581929057498,0.00571998291889818,0.00581845208349595,0.00581257777460401,0.00582890962463001,0.00587782949737807,0.00585984526802299,0.00377748888452916,0.00586275998928787,0.00467267845570586,0.00523239350643368,0.0055581929057498,0.00571998291889818,0.00581845208349595,0.00581257777460401,0.00582890962463001,0.00587782949737807,0.00585984526802299
"24",24,0.00351737310581179,0.00557475636980417,0.00439040208886008,0.00497537170256454,0.005276655664359,0.00540873344033234,0.00551625561279039,0.00554385222675767,0.00555985134994619,0.00557441488198794,0.00554546062850833,0.00351737310581179,0.00557475636980417,0.00439040208886008,0.00497537170256454,0.005276655664359,0.00540873344033234,0.00551625561279039,0.00554385222675767,0.00555985134994619,0.00557441488198794,0.00554546062850833,0.00351737310581179,0.00557475636980417,0.00439040208886008,0.00497537170256454,0.005276655664359,0.00540873344033234,0.00551625561279039,0.00554385222675767,0.00555985134994619,0.00557441488198794,0.00554546062850833,0.00351737310581179,0.00557475636980417,0.00439040208886008,0.00497537170256454,0.005276655664359,0.00540873344033234,0.00551625561279039,0.00554385222675767,0.00555985134994619,0.00557441488198794,0.00554546062850833,0.00351737310581179,0.00557475636980417,0.00439040208886008,0.00497537170256454,0.005276655664359,0.00540873344033234,0.00551625561279039,0.00554385222675767,0.00555985134994619,0.00557441488198794,0.00554546062850833,0.00351737310581179,0.00557475636980417,0.00439040208886008,0.00497537170256454,0.005276655664359,0.00540873344033234,0.00551625561279039,0.00554385222675767,0.00555985134994619,0.00557441488198794,0.00554546062850833
"25",25,0.00332703229335335,0.00532731531831646,0.00417844358755336,0.00473673146847044,0.00503572573365562,0.00520269244293969,0.00524581577271338,0.00525190669196416,0.00526755965027646,0.00530272635188748,0.00533661354459714,0.00332703229335335,0.00532731531831646,0.00417844358755336,0.00473673146847044,0.00503572573365562,0.00520269244293969,0.00524581577271338,0.00525190669196416,0.00526755965027646,0.00530272635188748,0.00533661354459714,0.00332703229335335,0.00532731531831646,0.00417844358755336,0.00473673146847044,0.00503572573365562,0.00520269244293969,0.00524581577271338,0.00525190669196416,0.00526755965027646,0.00530272635188748,0.00533661354459714,0.00332703229335335,0.00532731531831646,0.00417844358755336,0.00473673146847044,0.00503572573365562,0.00520269244293969,0.00524581577271338,0.00525190669196416,0.00526755965027646,0.00530272635188748,0.00533661354459714,0.00332703229335335,0.00532731531831646,0.00417844358755336,0.00473673146847044,0.00503572573365562,0.00520269244293969,0.00524581577271338,0.00525190669196416,0.00526755965027646,0.00530272635188748,0.00533661354459714,0.00332703229335335,0.00532731531831646,0.00417844358755336,0.00473673146847044,0.00503572573365562,0.00520269244293969,0.00524581577271338,0.00525190669196416,0.00526755965027646,0.00530272635188748,0.00533661354459714
"26",26,0.00316446583389513,0.00511272454826912,0.0039949778260966,0.00454405308089726,0.0048276748688158,0.00498009810967716,0.00502783831437804,0.00508531886148131,0.00510063651188697,0.00508349930876786,0.00511116724163291,0.00316446583389513,0.00511272454826912,0.0039949778260966,0.00454405308089726,0.0048276748688158,0.00498009810967716,0.00502783831437804,0.00508531886148131,0.00510063651188697,0.00508349930876786,0.00511116724163291,0.00316446583389513,0.00511272454826912,0.0039949778260966,0.00454405308089726,0.0048276748688158,0.00498009810967716,0.00502783831437804,0.00508531886148131,0.00510063651188697,0.00508349930876786,0.00511116724163291,0.00316446583389513,0.00511272454826912,0.0039949778260966,0.00454405308089726,0.0048276748688158,0.00498009810967716,0.00502783831437804,0.00508531886148131,0.00510063651188697,0.00508349930876786,0.00511116724163291,0.00316446583389513,0.00511272454826912,0.0039949778260966,0.00454405308089726,0.0048276748688158,0.00498009810967716,0.00502783831437804,0.00508531886148131,0.00510063651188697,0.00508349930876786,0.00511116724163291,0.00316446583389513,0.00511272454826912,0.0039949778260966,0.00454405308089726,0.0048276748688158,0.00498009810967716,0.00502783831437804,0.00508531886148131,0.00510063651188697,0.00508349930876786,0.00511116724163291
"27",27,0.00301998644151457,0.00492093343093009,0.00382876556941707,0.00437848433727332,0.00464239493990099,0.00477560381365951,0.00483555250414769,0.00488188546830649,0.00489686030302833,0.00488996936110727,0.00490353643429146,0.00301998644151457,0.00492093343093009,0.00382876556941707,0.00437848433727332,0.00464239493990099,0.00477560381365951,0.00483555250414769,0.00488188546830649,0.00489686030302833,0.00488996936110727,0.00490353643429146,0.00301998644151457,0.00492093343093009,0.00382876556941707,0.00437848433727332,0.00464239493990099,0.00477560381365951,0.00483555250414769,0.00488188546830649,0.00489686030302833,0.00488996936110727,0.00490353643429146,0.00301998644151457,0.00492093343093009,0.00382876556941707,0.00437848433727332,0.00464239493990099,0.00477560381365951,0.00483555250414769,0.00488188546830649,0.00489686030302833,0.00488996936110727,0.00490353643429146,0.00301998644151457,0.00492093343093009,0.00382876556941707,0.00437848433727332,0.00464239493990099,0.00477560381365951,0.00483555250414769,0.00488188546830649,0.00489686030302833,0.00488996936110727,0.00490353643429146,0.00301998644151457,0.00492093343093009,0.00382876556941707,0.00437848433727332,0.00464239493990099,0.00477560381365951,0.00483555250414769,0.00488188546830649,0.00489686030302833,0.00488996936110727,0.00490353643429146
"28",28,0.00292772545137236,0.00474961144077443,0.00371616480548397,0.00420954932984427,0.00447752137968169,0.00457244196371339,0.0046630553104045,0.00468097602778191,0.0046956089894029,0.0047162367618818,0.00469753947414062,0.00292772545137236,0.00474961144077443,0.00371616480548397,0.00420954932984427,0.00447752137968169,0.00457244196371339,0.0046630553104045,0.00468097602778191,0.0046956089894029,0.0047162367618818,0.00469753947414062,0.00292772545137236,0.00474961144077443,0.00371616480548397,0.00420954932984427,0.00447752137968169,0.00457244196371339,0.0046630553104045,0.00468097602778191,0.0046956089894029,0.0047162367618818,0.00469753947414062,0.00292772545137236,0.00474961144077443,0.00371616480548397,0.00420954932984427,0.00447752137968169,0.00457244196371339,0.0046630553104045,0.00468097602778191,0.0046956089894029,0.0047162367618818,0.00469753947414062,0.00292772545137236,0.00474961144077443,0.00371616480548397,0.00420954932984427,0.00447752137968169,0.00457244196371339,0.0046630553104045,0.00468097602778191,0.0046956089894029,0.0047162367618818,0.00469753947414062,0.00292772545137236,0.00474961144077443,0.00371616480548397,0.00420954932984427,0.00447752137968169,0.00457244196371339,0.0046630553104045,0.00468097602778191,0.0046956089894029,0.0047162367618818,0.00469753947414062
"29",29,0.00283969904053246,0.00459056568690397,0.00360834677180215,0.00406992603341701,0.00432489230071529,0.00446946411462954,0.00450538120412941,0.00453340023714848,0.00454770188779086,0.00455733271473833,0.00459163836806793,0.00283969904053246,0.00459056568690397,0.00360834677180215,0.00406992603341701,0.00432489230071529,0.00446946411462954,0.00450538120412941,0.00453340023714848,0.00454770188779086,0.00455733271473833,0.00459163836806793,0.00283969904053246,0.00459056568690397,0.00360834677180215,0.00406992603341701,0.00432489230071529,0.00446946411462954,0.00450538120412941,0.00453340023714848,0.00454770188779086,0.00455733271473833,0.00459163836806793,0.00283969904053246,0.00459056568690397,0.00360834677180215,0.00406992603341701,0.00432489230071529,0.00446946411462954,0.00450538120412941,0.00453340023714848,0.00454770188779086,0.00455733271473833,0.00459163836806793,0.00283969904053246,0.00459056568690397,0.00360834677180215,0.00406992603341701,0.00432489230071529,0.00446946411462954,0.00450538120412941,0.00453340023714848,0.00454770188779086,0.00455733271473833,0.00459163836806793,0.00283969904053246,0.00459056568690397,0.00360834677180215,0.00406992603341701,0.00432489230071529,0.00446946411462954,0.00450538120412941,0.00453340023714848,0.00454770188779086,0.00455733271473833,0.00459163836806793
"30",30,0.00270441945604845,0.00444547587214206,0.00345227258886411,0.00394572926296153,0.00418609221004306,0.00432206399950542,0.00436040922453111,0.00438243834632205,0.00439639598066073,0.00441115235326274,0.00444137223850318,0.00270441945604845,0.00444547587214206,0.00345227258886411,0.00394572926296153,0.00418609221004306,0.00432206399950542,0.00436040922453111,0.00438243834632205,0.00439639598066073,0.00441115235326274,0.00444137223850318,0.00270441945604845,0.00444547587214206,0.00345227258886411,0.00394572926296153,0.00418609221004306,0.00432206399950542,0.00436040922453111,0.00438243834632205,0.00439639598066073,0.00441115235326274,0.00444137223850318,0.00270441945604845,0.00444547587214206,0.00345227258886411,0.00394572926296153,0.00418609221004306,0.00432206399950542,0.00436040922453111,0.00438243834632205,0.00439639598066073,0.00441115235326274,0.00444137223850318,0.00270441945604845,0.00444547587214206,0.00345227258886411,0.00394572926296153,0.00418609221004306,0.00432206399950542,0.00436040922453111,0.00438243834632205,0.00439639598066073,0.00441115235326274,0.00444137223850318,0.00270441945604845,0.00444547587214206,0.00345227258886411,0.00394572926296153,0.00418609221004306,0.00432206399950542,0.00436040922453111,0.00438243834632205,0.00439639598066073,0.00441115235326274,0.00444137223850318
"31",31,0.00260697181850699,0.00430650957385392,0.00333492587212264,0.00380861868469337,0.00405339850903951,0.00415837511423598,0.00422397210024311,0.00426972873949435,0.00428336535489782,0.00427351019601062,0.00427490796464047,0.00260697181850699,0.00430650957385392,0.00333492587212264,0.00380861868469337,0.00405339850903951,0.00415837511423598,0.00422397210024311,0.00426972873949435,0.00428336535489782,0.00427351019601062,0.00427490796464047,0.00260697181850699,0.00430650957385392,0.00333492587212264,0.00380861868469337,0.00405339850903951,0.00415837511423598,0.00422397210024311,0.00426972873949435,0.00428336535489782,0.00427351019601062,0.00427490796464047,0.00260697181850699,0.00430650957385392,0.00333492587212264,0.00380861868469337,0.00405339850903951,0.00415837511423598,0.00422397210024311,0.00426972873949435,0.00428336535489782,0.00427351019601062,0.00427490796464047,0.00260697181850699,0.00430650957385392,0.00333492587212264,0.00380861868469337,0.00405339850903951,0.00415837511423598,0.00422397210024311,0.00426972873949435,0.00428336535489782,0.00427351019601062,0.00427490796464047,0.00260697181850699,0.00430650957385392,0.00333492587212264,0.00380861868469337,0.00405339850903951,0.00415837511423598,0.00422397210024311,0.00426972873949435,0.00428336535489782,0.00427351019601062,0.00427490796464047
"32",32,0.00251272261049831,0.00417764941129089,0.00322125566990226,0.00369487109267552,0.00393066883808887,0.00403084210334874,0.00409591839814116,0.00412988125011679,0.00414319195609398,0.00414427603743115,0.00414443635877946,0.00251272261049831,0.00417764941129089,0.00322125566990226,0.00369487109267552,0.00393066883808887,0.00403084210334874,0.00409591839814116,0.00412988125011679,0.00414319195609398,0.00414427603743115,0.00414443635877946,0.00251272261049831,0.00417764941129089,0.00322125566990226,0.00369487109267552,0.00393066883808887,0.00403084210334874,0.00409591839814116,0.00412988125011679,0.00414319195609398,0.00414427603743115,0.00414443635877946,0.00251272261049831,0.00417764941129089,0.00322125566990226,0.00369487109267552,0.00393066883808887,0.00403084210334874,0.00409591839814116,0.00412988125011679,0.00414319195609398,0.00414427603743115,0.00414443635877946,0.00251272261049831,0.00417764941129089,0.00322125566990226,0.00369487109267552,0.00393066883808887,0.00403084210334874,0.00409591839814116,0.00412988125011679,0.00414319195609398,0.00414427603743115,0.00414443635877946,0.00251272261049831,0.00417764941129089,0.00322125566990226,0.00369487109267552,0.00393066883808887,0.00403084210334874,0.00409591839814116,0.00412988125011679,0.00414319195609398,0.00414427603743115,0.00414443635877946
"33",33,0.00246486550623235,0.0040522855424235,0.00315462722990822,0.00359048994954806,0.00381137551954633,0.00393553062020078,0.00397377257456831,0.00398473755877617,0.00399772863515274,0.00402096214870568,0.0040464598227403,0.00246486550623235,0.0040522855424235,0.00315462722990822,0.00359048994954806,0.00381137551954633,0.00393553062020078,0.00397377257456831,0.00398473755877617,0.00399772863515274,0.00402096214870568,0.0040464598227403,0.00246486550623235,0.0040522855424235,0.00315462722990822,0.00359048994954806,0.00381137551954633,0.00393553062020078,0.00397377257456831,0.00398473755877617,0.00399772863515274,0.00402096214870568,0.0040464598227403,0.00246486550623235,0.0040522855424235,0.00315462722990822,0.00359048994954806,0.00381137551954633,0.00393553062020078,0.00397377257456831,0.00398473755877617,0.00399772863515274,0.00402096214870568,0.0040464598227403,0.00246486550623235,0.0040522855424235,0.00315462722990822,0.00359048994954806,0.00381137551954633,0.00393553062020078,0.00397377257456831,0.00398473755877617,0.00399772863515274,0.00402096214870568,0.0040464598227403,0.00246486550623235,0.0040522855424235,0.00315462722990822,0.00359048994954806,0.00381137551954633,0.00393553062020078,0.00397377257456831,0.00398473755877617,0.00399772863515274,0.00402096214870568,0.0040464598227403
"34",34,0.00236301088836891,0.00393443094320706,0.00303381629942205,0.00347104896271348,0.0036994750057166,0.00382090025989183,0.00385701669914436,0.00391289300050576,0.00392556913957847,0.00390305760589256,0.00392910511479369,0.00236301088836891,0.00393443094320706,0.00303381629942205,0.00347104896271348,0.0036994750057166,0.00382090025989183,0.00385701669914436,0.00391289300050576,0.00392556913957847,0.00390305760589256,0.00392910511479369,0.00236301088836891,0.00393443094320706,0.00303381629942205,0.00347104896271348,0.0036994750057166,0.00382090025989183,0.00385701669914436,0.00391289300050576,0.00392556913957847,0.00390305760589256,0.00392910511479369,0.00236301088836891,0.00393443094320706,0.00303381629942205,0.00347104896271348,0.0036994750057166,0.00382090025989183,0.00385701669914436,0.00391289300050576,0.00392556913957847,0.00390305760589256,0.00392910511479369,0.00236301088836891,0.00393443094320706,0.00303381629942205,0.00347104896271348,0.0036994750057166,0.00382090025989183,0.00385701669914436,0.00391289300050576,0.00392556913957847,0.00390305760589256,0.00392910511479369,0.00236301088836891,0.00393443094320706,0.00303381629942205,0.00347104896271348,0.0036994750057166,0.00382090025989183,0.00385701669914436,0.00391289300050576,0.00392556913957847,0.00390305760589256,0.00392910511479369
"35",35,0.00228103716353046,0.00381868092908189,0.00293352660567832,0.00337132678041839,0.00358958421130827,0.00368562987114937,0.0037448943540605,0.00373539595832479,0.00374775531549914,0.00378980649346781,0.00379118071145908,0.00228103716353046,0.00381868092908189,0.00293352660567832,0.00337132678041839,0.00358958421130827,0.00368562987114937,0.0037448943540605,0.00373539595832479,0.00374775531549914,0.00378980649346781,0.00379118071145908,0.00228103716353046,0.00381868092908189,0.00293352660567832,0.00337132678041839,0.00358958421130827,0.00368562987114937,0.0037448943540605,0.00373539595832479,0.00374775531549914,0.00378980649346781,0.00379118071145908,0.00228103716353046,0.00381868092908189,0.00293352660567832,0.00337132678041839,0.00358958421130827,0.00368562987114937,0.0037448943540605,0.00373539595832479,0.00374775531549914,0.00378980649346781,0.00379118071145908,0.00228103716353046,0.00381868092908189,0.00293352660567832,0.00337132678041839,0.00358958421130827,0.00368562987114937,0.0037448943540605,0.00373539595832479,0.00374775531549914,0.00378980649346781,0.00379118071145908,0.00228103716353046,0.00381868092908189,0.00293352660567832,0.00337132678041839,0.00358958421130827,0.00368562987114937,0.0037448943540605,0.00373539595832479,0.00374775531549914,0.00378980649346781,0.00379118071145908
"36",36,0.00224191877390747,0.00370889867233934,0.00287677863846834,0.0032788356565902,0.00348557254173225,0.00357981086550412,0.00363625561562943,0.00365855840073488,0.00367061504627721,0.00368005258967403,0.00368272863520751,0.00224191877390747,0.00370889867233934,0.00287677863846834,0.0032788356565902,0.00348557254173225,0.00357981086550412,0.00363625561562943,0.00365855840073488,0.00367061504627721,0.00368005258967403,0.00368272863520751,0.00224191877390747,0.00370889867233934,0.00287677863846834,0.0032788356565902,0.00348557254173225,0.00357981086550412,0.00363625561562943,0.00365855840073488,0.00367061504627721,0.00368005258967403,0.00368272863520751,0.00224191877390747,0.00370889867233934,0.00287677863846834,0.0032788356565902,0.00348557254173225,0.00357981086550412,0.00363625561562943,0.00365855840073488,0.00367061504627721,0.00368005258967403,0.00368272863520751,0.00224191877390747,0.00370889867233934,0.00287677863846834,0.0032788356565902,0.00348557254173225,0.00357981086550412,0.00363625561562943,0.00365855840073488,0.00367061504627721,0.00368005258967403,0.00368272863520751,0.00224191877390747,0.00370889867233934,0.00287677863846834,0.0032788356565902,0.00348557254173225,0.00357981086550412,0.00363625561562943,0.00365855840073488,0.00367061504627721,0.00368005258967403,0.00368272863520751
"37",37,0.00214934307091851,0.00359996339075573,0.00276632243260686,0.00317025282361109,0.00338231439279452,0.0035021805352528,0.00353120015500532,0.00355759020480309,0.00356933845649397,0.003573902250554,0.00360246071172149,0.00214934307091851,0.00359996339075573,0.00276632243260686,0.00317025282361109,0.00338231439279452,0.0035021805352528,0.00353120015500532,0.00355759020480309,0.00356933845649397,0.003573902250554,0.00360246071172149,0.00214934307091851,0.00359996339075573,0.00276632243260686,0.00317025282361109,0.00338231439279452,0.0035021805352528,0.00353120015500532,0.00355759020480309,0.00356933845649397,0.003573902250554,0.00360246071172149,0.00214934307091851,0.00359996339075573,0.00276632243260686,0.00317025282361109,0.00338231439279452,0.0035021805352528,0.00353120015500532,0.00355759020480309,0.00356933845649397,0.003573902250554,0.00360246071172149,0.00214934307091851,0.00359996339075573,0.00276632243260686,0.00317025282361109,0.00338231439279452,0.0035021805352528,0.00353120015500532,0.00355759020480309,0.00356933845649397,0.003573902250554,0.00360246071172149,0.00214934307091851,0.00359996339075573,0.00276632243260686,0.00317025282361109,0.00338231439279452,0.0035021805352528,0.00353120015500532,0.00355759020480309,0.00356933845649397,0.003573902250554,0.00360246071172149
"38",38,0.00207501411671167,0.00349709550464145,0.00267475001287311,0.0030798030479238,0.00328500088343739,0.00334549800258388,0.00342935468372541,0.00347030896737064,0.0034817769665883,0.00347098184784918,0.00344322235632875,0.00207501411671167,0.00349709550464145,0.00267475001287311,0.0030798030479238,0.00328500088343739,0.00334549800258388,0.00342935468372541,0.00347030896737064,0.0034817769665883,0.00347098184784918,0.00344322235632875,0.00207501411671167,0.00349709550464145,0.00267475001287311,0.0030798030479238,0.00328500088343739,0.00334549800258388,0.00342935468372541,0.00347030896737064,0.0034817769665883,0.00347098184784918,0.00344322235632875,0.00207501411671167,0.00349709550464145,0.00267475001287311,0.0030798030479238,0.00328500088343739,0.00334549800258388,0.00342935468372541,0.00347030896737064,0.0034817769665883,0.00347098184784918,0.00344322235632875,0.00207501411671167,0.00349709550464145,0.00267475001287311,0.0030798030479238,0.00328500088343739,0.00334549800258388,0.00342935468372541,0.00347030896737064,0.0034817769665883,0.00347098184784918,0.00344322235632875,0.00207501411671167,0.00349709550464145,0.00267475001287311,0.0030798030479238,0.00328500088343739,0.00334549800258388,0.00342935468372541,0.00347030896737064,0.0034817769665883,0.00347098184784918,0.00344322235632875
"39",39,0.00204157533234075,0.00339366142340188,0.00262479434771761,0.0029955935182422,0.00318706233972808,0.0033233329361822,0.00332995112251297,0.0033315990671443,0.00334276654128613,0.00337051732395899,0.0034186467372273,0.00204157533234075,0.00339366142340188,0.00262479434771761,0.0029955935182422,0.00318706233972808,0.0033233329361822,0.00332995112251297,0.0033315990671443,0.00334276654128613,0.00337051732395899,0.0034186467372273,0.00204157533234075,0.00339366142340188,0.00262479434771761,0.0029955935182422,0.00318706233972808,0.0033233329361822,0.00332995112251297,0.0033315990671443,0.00334276654128613,0.00337051732395899,0.0034186467372273,0.00204157533234075,0.00339366142340188,0.00262479434771761,0.0029955935182422,0.00318706233972808,0.0033233329361822,0.00332995112251297,0.0033315990671443,0.00334276654128613,0.00337051732395899,0.0034186467372273,0.00204157533234075,0.00339366142340188,0.00262479434771761,0.0029955935182422,0.00318706233972808,0.0033233329361822,0.00332995112251297,0.0033315990671443,0.00334276654128613,0.00337051732395899,0.0034186467372273,0.00204157533234075,0.00339366142340188,0.00262479434771761,0.0029955935182422,0.00318706233972808,0.0033233329361822,0.00332995112251297,0.0033315990671443,0.00334276654128613,0.00337051732395899,0.0034186467372273
"40",40,0.0019558204270967,0.00329620738627836,0.00252220324372984,0.00289514315199394,0.00309497932937097,0.00316777007541931,0.00323330641672729,0.00325387414394608,0.00326474825368026,0.00327283165064168,0.00326058596291661,0.0019558204270967,0.00329620738627836,0.00252220324372984,0.00289514315199394,0.00309497932937097,0.00316777007541931,0.00323330641672729,0.00325387414394608,0.00326474825368026,0.00327283165064168,0.00326058596291661,0.0019558204270967,0.00329620738627836,0.00252220324372984,0.00289514315199394,0.00309497932937097,0.00316777007541931,0.00323330641672729,0.00325387414394608,0.00326474825368026,0.00327283165064168,0.00326058596291661,0.0019558204270967,0.00329620738627836,0.00252220324372984,0.00289514315199394,0.00309497932937097,0.00316777007541931,0.00323330641672729,0.00325387414394608,0.00326474825368026,0.00327283165064168,0.00326058596291661,0.0019558204270967,0.00329620738627836,0.00252220324372984,0.00289514315199394,0.00309497932937097,0.00316777007541931,0.00323330641672729,0.00325387414394608,0.00326474825368026,0.00327283165064168,0.00326058596291661,0.0019558204270967,0.00329620738627836,0.00252220324372984,0.00289514315199394,0.00309497932937097,0.00316777007541931,0.00323330641672729,0.00325387414394608,0.00326474825368026,0.00327283165064168,0.00326058596291661
"41",41,0.00188699523333187,0.00319748231647079,0.00243708561890615,0.00281142321063187,0.00300157048832837,0.00310092292728785,0.00313874625582426,0.00316907412775411,0.00317967630846847,0.00317724426471154,0.00319129512010246,0.00188699523333187,0.00319748231647079,0.00243708561890615,0.00281142321063187,0.00300157048832837,0.00310092292728785,0.00313874625582426,0.00316907412775411,0.00317967630846847,0.00317724426471154,0.00319129512010246,0.00188699523333187,0.00319748231647079,0.00243708561890615,0.00281142321063187,0.00300157048832837,0.00310092292728785,0.00313874625582426,0.00316907412775411,0.00317967630846847,0.00317724426471154,0.00319129512010246,0.00188699523333187,0.00319748231647079,0.00243708561890615,0.00281142321063187,0.00300157048832837,0.00310092292728785,0.00313874625582426,0.00316907412775411,0.00317967630846847,0.00317724426471154,0.00319129512010246,0.00188699523333187,0.00319748231647079,0.00243708561890615,0.00281142321063187,0.00300157048832837,0.00310092292728785,0.00313874625582426,0.00316907412775411,0.00317967630846847,0.00317724426471154,0.00319129512010246,0.00188699523333187,0.00319748231647079,0.00243708561890615,0.00281142321063187,0.00300157048832837,0.00310092292728785,0.00313874625582426,0.00316907412775411,0.00317967630846847,0.00317724426471154,0.00319129512010246
"42",42,0.00185772429016778,0.00310485851602398,0.0023923606248192,0.0027338386502157,0.00291413684945396,0.00302062948262986,0.00304663395016383,0.00307773239171174,0.00308805784284134,0.0030841244884909,0.00310864981691976,0.00185772429016778,0.00310485851602398,0.0023923606248192,0.0027338386502157,0.00291413684945396,0.00302062948262986,0.00304663395016383,0.00307773239171174,0.00308805784284134,0.0030841244884909,0.00310864981691976,0.00185772429016778,0.00310485851602398,0.0023923606248192,0.0027338386502157,0.00291413684945396,0.00302062948262986,0.00304663395016383,0.00307773239171174,0.00308805784284134,0.0030841244884909,0.00310864981691976,0.00185772429016778,0.00310485851602398,0.0023923606248192,0.0027338386502157,0.00291413684945396,0.00302062948262986,0.00304663395016383,0.00307773239171174,0.00308805784284134,0.0030841244884909,0.00310864981691976,0.00185772429016778,0.00310485851602398,0.0023923606248192,0.0027338386502157,0.00291413684945396,0.00302062948262986,0.00304663395016383,0.00307773239171174,0.00308805784284134,0.0030841244884909,0.00310864981691976,0.00185772429016778,0.00310485851602398,0.0023923606248192,0.0027338386502157,0.00291413684945396,0.00302062948262986,0.00304663395016383,0.00307773239171174,0.00308805784284134,0.0030841244884909,0.00310864981691976
