"","Year","AnnualCO2_VLC0","AnnualCO2_VLC10","AnnualCO2_VLC1","AnnualCO2_VLC2","AnnualCO2_VLC3","AnnualCO2_VLC4","AnnualCO2_VLC5","AnnualCO2_VLC6","AnnualCO2_VLC7","AnnualCO2_VLC8","AnnualCO2_VLC9","AnnualCO2_VLN0","AnnualCO2_VLN10","AnnualCO2_VLN1","AnnualCO2_VLN2","AnnualCO2_VLN3","AnnualCO2_VLN4","AnnualCO2_VLN5","AnnualCO2_VLN6","AnnualCO2_VLN7","AnnualCO2_VLN8","AnnualCO2_VLN9","AnnualCO2_VLR0","AnnualCO2_VLR10","AnnualCO2_VLR1","AnnualCO2_VLR2","AnnualCO2_VLR3","AnnualCO2_VLR4","AnnualCO2_VLR5","AnnualCO2_VLR6","AnnualCO2_VLR7","AnnualCO2_VLR8","AnnualCO2_VLR9","AnnualCO2_VMC0","AnnualCO2_VMC10","AnnualCO2_VMC1","AnnualCO2_VMC2","AnnualCO2_VMC3","AnnualCO2_VMC4","AnnualCO2_VMC5","AnnualCO2_VMC6","AnnualCO2_VMC7","AnnualCO2_VMC8","AnnualCO2_VMC9","AnnualCO2_VMN0","AnnualCO2_VMN10","AnnualCO2_VMN1","AnnualCO2_VMN2","AnnualCO2_VMN3","AnnualCO2_VMN4","AnnualCO2_VMN5","AnnualCO2_VMN6","AnnualCO2_VMN7","AnnualCO2_VMN8","AnnualCO2_VMN9","AnnualCO2_VMR0","AnnualCO2_VMR10","AnnualCO2_VMR1","AnnualCO2_VMR2","AnnualCO2_VMR3","AnnualCO2_VMR4","AnnualCO2_VMR5","AnnualCO2_VMR6","AnnualCO2_VMR7","AnnualCO2_VMR8","AnnualCO2_VMR9"
"22",22,0.00480405626598174,0.00751950883969521,0.00591368010613355,0.00671829552529121,0.00714288611696623,0.00737814534986228,0.00745859188644155,0.00752549573312711,0.00754567818183885,0.00753192574395087,0.00755086581066652,0.00480405626598174,0.00751950883969521,0.00591368010613355,0.00671829552529121,0.00714288611696623,0.00737814534986228,0.00745859188644155,0.00752549573312711,0.00754567818183885,0.00753192574395087,0.00755086581066652,0.00480405626598174,0.00751950883969521,0.00591368010613355,0.00671829552529121,0.00714288611696623,0.00737814534986228,0.00745859188644155,0.00752549573312711,0.00754567818183885,0.00753192574395087,0.00755086581066652,0.00480405626598174,0.00751950883969521,0.00591368010613355,0.00671829552529121,0.00714288611696623,0.00737814534986228,0.00745859188644155,0.00752549573312711,0.00754567818183885,0.00753192574395087,0.00755086581066652,0.00480405626598174,0.00751950883969521,0.00591368010613355,0.00671829552529121,0.00714288611696623,0.00737814534986228,0.00745859188644155,0.00752549573312711,0.00754567818183885,0.00753192574395087,0.00755086581066652,0.00480405626598174,0.00751950883969521,0.00591368010613355,0.00671829552529121,0.00714288611696623,0.00737814534986228,0.00745859188644155,0.00752549573312711,0.00754567818183885,0.00753192574395087,0.00755086581066652
"23",23,0.0046213468124898,0.00717244921615839,0.00571651389247108,0.00640126438271799,0.00679984451400759,0.00699777699889673,0.00711824331232683,0.00711105673428433,0.0071310369765476,0.00719088512035487,0.00716888337169438,0.0046213468124898,0.00717244921615839,0.00571651389247108,0.00640126438271799,0.00679984451400759,0.00699777699889673,0.00711824331232683,0.00711105673428433,0.0071310369765476,0.00719088512035487,0.00716888337169438,0.0046213468124898,0.00717244921615839,0.00571651389247108,0.00640126438271799,0.00679984451400759,0.00699777699889673,0.00711824331232683,0.00711105673428433,0.0071310369765476,0.00719088512035487,0.00716888337169438,0.0046213468124898,0.00717244921615839,0.00571651389247108,0.00640126438271799,0.00679984451400759,0.00699777699889673,0.00711824331232683,0.00711105673428433,0.0071310369765476,0.00719088512035487,0.00716888337169438,0.0046213468124898,0.00717244921615839,0.00571651389247108,0.00640126438271799,0.00679984451400759,0.00699777699889673,0.00711824331232683,0.00711105673428433,0.0071310369765476,0.00719088512035487,0.00716888337169438,0.0046213468124898,0.00717244921615839,0.00571651389247108,0.00640126438271799,0.00679984451400759,0.00699777699889673,0.00711824331232683,0.00711105673428433,0.0071310369765476,0.00719088512035487,0.00716888337169438
"24",24,0.00434672899877878,0.00688921943871004,0.0054256081177213,0.00614850680000562,0.00652083003504572,0.00668405022285262,0.00681692487986948,0.00685102845620078,0.00687079998757562,0.00688879743201673,0.00685301610047989,0.00434672899877878,0.00688921943871004,0.0054256081177213,0.00614850680000562,0.00652083003504572,0.00668405022285262,0.00681692487986948,0.00685102845620078,0.00687079998757562,0.00688879743201673,0.00685301610047989,0.00434672899877878,0.00688921943871004,0.0054256081177213,0.00614850680000562,0.00652083003504572,0.00668405022285262,0.00681692487986948,0.00685102845620078,0.00687079998757562,0.00688879743201673,0.00685301610047989,0.00434672899877878,0.00688921943871004,0.0054256081177213,0.00614850680000562,0.00652083003504572,0.00668405022285262,0.00681692487986948,0.00685102845620078,0.00687079998757562,0.00688879743201673,0.00685301610047989,0.00434672899877878,0.00688921943871004,0.0054256081177213,0.00614850680000562,0.00652083003504572,0.00668405022285262,0.00681692487986948,0.00685102845620078,0.00687079998757562,0.00688879743201673,0.00685301610047989,0.00434672899877878,0.00688921943871004,0.0054256081177213,0.00614850680000562,0.00652083003504572,0.00668405022285262,0.00681692487986948,0.00685102845620078,0.00687079998757562,0.00688879743201673,0.00685301610047989
"25",25,0.00415359836873078,0.00665083060963354,0.00521653381717024,0.00591352243254736,0.00628679866873361,0.00649524649555516,0.00654908336168961,0.00655668750557323,0.00657622927625026,0.00662013277389198,0.00666243888214374,0.00415359836873078,0.00665083060963354,0.00521653381717024,0.00591352243254736,0.00628679866873361,0.00649524649555516,0.00654908336168961,0.00655668750557323,0.00657622927625026,0.00662013277389198,0.00666243888214374,0.00415359836873078,0.00665083060963354,0.00521653381717024,0.00591352243254736,0.00628679866873361,0.00649524649555516,0.00654908336168961,0.00655668750557323,0.00657622927625026,0.00662013277389198,0.00666243888214374,0.00415359836873078,0.00665083060963354,0.00521653381717024,0.00591352243254736,0.00628679866873361,0.00649524649555516,0.00654908336168961,0.00655668750557323,0.00657622927625026,0.00662013277389198,0.00666243888214374,0.00415359836873078,0.00665083060963354,0.00521653381717024,0.00591352243254736,0.00628679866873361,0.00649524649555516,0.00654908336168961,0.00655668750557323,0.00657622927625026,0.00662013277389198,0.00666243888214374,0.00415359836873078,0.00665083060963354,0.00521653381717024,0.00591352243254736,0.00628679866873361,0.00649524649555516,0.00654908336168961,0.00655668750557323,0.00657622927625026,0.00662013277389198,0.00666243888214374
"26",26,0.00399200937794264,0.0064497597429912,0.00503970963302208,0.00573237426630158,0.006090166354,0.00628244999328517,0.00634267480052736,0.00641518715968376,0.00643451054861482,0.00641289177339202,0.0064477951830868,0.00399200937794264,0.0064497597429912,0.00503970963302208,0.00573237426630158,0.006090166354,0.00628244999328517,0.00634267480052736,0.00641518715968376,0.00643451054861482,0.00641289177339202,0.0064477951830868,0.00399200937794264,0.0064497597429912,0.00503970963302208,0.00573237426630158,0.006090166354,0.00628244999328517,0.00634267480052736,0.00641518715968376,0.00643451054861482,0.00641289177339202,0.0064477951830868,0.00399200937794264,0.0064497597429912,0.00503970963302208,0.00573237426630158,0.006090166354,0.00628244999328517,0.00634267480052736,0.00641518715968376,0.00643451054861482,0.00641289177339202,0.0064477951830868,0.00399200937794264,0.0064497597429912,0.00503970963302208,0.00573237426630158,0.006090166354,0.00628244999328517,0.00634267480052736,0.00641518715968376,0.00643451054861482,0.00641289177339202,0.0064477951830868,0.00399200937794264,0.0064497597429912,0.00503970963302208,0.00573237426630158,0.006090166354,0.00628244999328517,0.00634267480052736,0.00641518715968376,0.00643451054861482,0.00641289177339202,0.0064477951830868
"27",27,0.00385005920641837,0.00627350003943153,0.00488113917569744,0.00558195351513682,0.00591840252409612,0.00608822515764854,0.00616465133114188,0.00622371936296084,0.00624281017724163,0.00623402519264057,0.00625132130837769,0.00385005920641837,0.00627350003943153,0.00488113917569744,0.00558195351513682,0.00591840252409612,0.00608822515764854,0.00616465133114188,0.00622371936296084,0.00624281017724163,0.00623402519264057,0.00625132130837769,0.00385005920641837,0.00627350003943153,0.00488113917569744,0.00558195351513682,0.00591840252409612,0.00608822515764854,0.00616465133114188,0.00622371936296084,0.00624281017724163,0.00623402519264057,0.00625132130837769,0.00385005920641837,0.00627350003943153,0.00488113917569744,0.00558195351513682,0.00591840252409612,0.00608822515764854,0.00616465133114188,0.00622371936296084,0.00624281017724163,0.00623402519264057,0.00625132130837769,0.00385005920641837,0.00627350003943153,0.00488113917569744,0.00558195351513682,0.00591840252409612,0.00608822515764854,0.00616465133114188,0.00622371936296084,0.00624281017724163,0.00623402519264057,0.00625132130837769,0.00385005920641837,0.00627350003943153,0.00488113917569744,0.00558195351513682,0.00591840252409612,0.00608822515764854,0.00616465133114188,0.00622371936296084,0.00624281017724163,0.00623402519264057,0.00625132130837769
"28",28,0.00377235594816694,0.00611984466019125,0.00478825512882872,0.00542397800521102,0.00576925831681702,0.00589156289616466,0.00600831762711571,0.00603140835946644,0.00605026283907087,0.00607684159500296,0.00605275025659144,0.00377235594816694,0.00611984466019125,0.00478825512882872,0.00542397800521102,0.00576925831681702,0.00589156289616466,0.00600831762711571,0.00603140835946644,0.00605026283907087,0.00607684159500296,0.00605275025659144,0.00377235594816694,0.00611984466019125,0.00478825512882872,0.00542397800521102,0.00576925831681702,0.00589156289616466,0.00600831762711571,0.00603140835946644,0.00605026283907087,0.00607684159500296,0.00605275025659144,0.00377235594816694,0.00611984466019125,0.00478825512882872,0.00542397800521102,0.00576925831681702,0.00589156289616466,0.00600831762711571,0.00603140835946644,0.00605026283907087,0.00607684159500296,0.00605275025659144,0.00377235594816694,0.00611984466019125,0.00478825512882872,0.00542397800521102,0.00576925831681702,0.00589156289616466,0.00600831762711571,0.00603140835946644,0.00605026283907087,0.00607684159500296,0.00605275025659144,0.00377235594816694,0.00611984466019125,0.00478825512882872,0.00542397800521102,0.00576925831681702,0.00589156289616466,0.00600831762711571,0.00603140835946644,0.00605026283907087,0.00607684159500296,0.00605275025659144
"29",29,0.00369896970239997,0.00597963486635922,0.00470020420972014,0.0053014537363775,0.00563357079681553,0.00582188890794522,0.00586867422708012,0.00590517159977658,0.00592380081775545,0.00593634585741609,0.00598103213243184,0.00369896970239997,0.00597963486635922,0.00470020420972014,0.0053014537363775,0.00563357079681553,0.00582188890794522,0.00586867422708012,0.00590517159977658,0.00592380081775545,0.00593634585741609,0.00598103213243184,0.00369896970239997,0.00597963486635922,0.00470020420972014,0.0053014537363775,0.00563357079681553,0.00582188890794522,0.00586867422708012,0.00590517159977658,0.00592380081775545,0.00593634585741609,0.00598103213243184,0.00369896970239997,0.00597963486635922,0.00470020420972014,0.0053014537363775,0.00563357079681553,0.00582188890794522,0.00586867422708012,0.00590517159977658,0.00592380081775545,0.00593634585741609,0.00598103213243184,0.00369896970239997,0.00597963486635922,0.00470020420972014,0.0053014537363775,0.00563357079681553,0.00582188890794522,0.00586867422708012,0.00590517159977658,0.00592380081775545,0.00593634585741609,0.00598103213243184,0.00369896970239997,0.00597963486635922,0.00470020420972014,0.0053014537363775,0.00563357079681553,0.00582188890794522,0.00586867422708012,0.00590517159977658,0.00592380081775545,0.00593634585741609,0.00598103213243184
"30",30,0.00356125817230504,0.00585393188325264,0.00454605292186477,0.00519585101785822,0.00551236793526871,0.0056914195410922,0.00574191364831592,0.00577092223639986,0.00578930205512343,0.00580873367561593,0.00584852809916142,0.00356125817230504,0.00585393188325264,0.00454605292186477,0.00519585101785822,0.00551236793526871,0.0056914195410922,0.00574191364831592,0.00577092223639986,0.00578930205512343,0.00580873367561593,0.00584852809916142,0.00356125817230504,0.00585393188325264,0.00454605292186477,0.00519585101785822,0.00551236793526871,0.0056914195410922,0.00574191364831592,0.00577092223639986,0.00578930205512343,0.00580873367561593,0.00584852809916142,0.00356125817230504,0.00585393188325264,0.00454605292186477,0.00519585101785822,0.00551236793526871,0.0056914195410922,0.00574191364831592,0.00577092223639986,0.00578930205512343,0.00580873367561593,0.00584852809916142,0.00356125817230504,0.00585393188325264,0.00454605292186477,0.00519585101785822,0.00551236793526871,0.0056914195410922,0.00574191364831592,0.00577092223639986,0.00578930205512343,0.00580873367561593,0.00584852809916142,0.00356125817230504,0.00585393188325264,0.00454605292186477,0.00519585101785822,0.00551236793526871,0.0056914195410922,0.00574191364831592,0.00577092223639986,0.00578930205512343,0.00580873367561593,0.00584852809916142
"31",31,0.00347179626915301,0.00573513060840847,0.00444123834348467,0.00507207176014565,0.00539805368096885,0.00553785472664267,0.00562521254526982,0.00568614827472946,0.00570430863616703,0.00569118417367243,0.00569304563142958,0.00347179626915301,0.00573513060840847,0.00444123834348467,0.00507207176014565,0.00539805368096885,0.00553785472664267,0.00562521254526982,0.00568614827472946,0.00570430863616703,0.00569118417367243,0.00569304563142958,0.00347179626915301,0.00573513060840847,0.00444123834348467,0.00507207176014565,0.00539805368096885,0.00553785472664267,0.00562521254526982,0.00568614827472946,0.00570430863616703,0.00569118417367243,0.00569304563142958,0.00347179626915301,0.00573513060840847,0.00444123834348467,0.00507207176014565,0.00539805368096885,0.00553785472664267,0.00562521254526982,0.00568614827472946,0.00570430863616703,0.00569118417367243,0.00569304563142958,0.00347179626915301,0.00573513060840847,0.00444123834348467,0.00507207176014565,0.00539805368096885,0.00553785472664267,0.00562521254526982,0.00568614827472946,0.00570430863616703,0.00569118417367243,0.00569304563142958,0.00347179626915301,0.00573513060840847,0.00444123834348467,0.00507207176014565,0.00539805368096885,0.00553785472664267,0.00562521254526982,0.00568614827472946,0.00570430863616703,0.00569118417367243,0.00569304563142958
"32",32,0.00338413819595732,0.00562646385359042,0.00433839147461584,0.00497625736387275,0.00529383008496817,0.00542874357353365,0.00551638841500493,0.00556212962978692,0.00558005650652388,0.00558151654872882,0.00558173246973664,0.00338413819595732,0.00562646385359042,0.00433839147461584,0.00497625736387275,0.00529383008496817,0.00542874357353365,0.00551638841500493,0.00556212962978692,0.00558005650652388,0.00558151654872882,0.00558173246973664,0.00338413819595732,0.00562646385359042,0.00433839147461584,0.00497625736387275,0.00529383008496817,0.00542874357353365,0.00551638841500493,0.00556212962978692,0.00558005650652388,0.00558151654872882,0.00558173246973664,0.00338413819595732,0.00562646385359042,0.00433839147461584,0.00497625736387275,0.00529383008496817,0.00542874357353365,0.00551638841500493,0.00556212962978692,0.00558005650652388,0.00558151654872882,0.00558173246973664,0.00338413819595732,0.00562646385359042,0.00433839147461584,0.00497625736387275,0.00529383008496817,0.00542874357353365,0.00551638841500493,0.00556212962978692,0.00558005650652388,0.00558151654872882,0.00558173246973664,0.00338413819595732,0.00562646385359042,0.00433839147461584,0.00497625736387275,0.00529383008496817,0.00542874357353365,0.00551638841500493,0.00556212962978692,0.00558005650652388,0.00558151654872882,0.00558173246973664
"33",33,0.00335812739268712,0.00552082498967779,0.00429785726145535,0.00489167568058319,0.0051926096996544,0.0053617583381482,0.00541385909341732,0.00542879776400024,0.00544649677813724,0.00547815006635652,0.00551288804188052,0.00335812739268712,0.00552082498967779,0.00429785726145535,0.00489167568058319,0.0051926096996544,0.0053617583381482,0.00541385909341732,0.00542879776400024,0.00544649677813724,0.00547815006635652,0.00551288804188052,0.00335812739268712,0.00552082498967779,0.00429785726145535,0.00489167568058319,0.0051926096996544,0.0053617583381482,0.00541385909341732,0.00542879776400024,0.00544649677813724,0.00547815006635652,0.00551288804188052,0.00335812739268712,0.00552082498967779,0.00429785726145535,0.00489167568058319,0.0051926096996544,0.0053617583381482,0.00541385909341732,0.00542879776400024,0.00544649677813724,0.00547815006635652,0.00551288804188052,0.00335812739268712,0.00552082498967779,0.00429785726145535,0.00489167568058319,0.0051926096996544,0.0053617583381482,0.00541385909341732,0.00542879776400024,0.00544649677813724,0.00547815006635652,0.00551288804188052,0.00335812739268712,0.00552082498967779,0.00429785726145535,0.00489167568058319,0.0051926096996544,0.0053617583381482,0.00541385909341732,0.00542879776400024,0.00544649677813724,0.00547815006635652,0.00551288804188052
"34",34,0.00325707910181794,0.00542306125872785,0.00418169028176713,0.00478435418706199,0.00509920745102219,0.00526657513424098,0.00531635658048843,0.00539337422536976,0.00541084650527701,0.00537981751329092,0.00541572035119736,0.00325707910181794,0.00542306125872785,0.00418169028176713,0.00478435418706199,0.00509920745102219,0.00526657513424098,0.00531635658048843,0.00539337422536976,0.00541084650527701,0.00537981751329092,0.00541572035119736,0.00325707910181794,0.00542306125872785,0.00418169028176713,0.00478435418706199,0.00509920745102219,0.00526657513424098,0.00531635658048843,0.00539337422536976,0.00541084650527701,0.00537981751329092,0.00541572035119736,0.00325707910181794,0.00542306125872785,0.00418169028176713,0.00478435418706199,0.00509920745102219,0.00526657513424098,0.00531635658048843,0.00539337422536976,0.00541084650527701,0.00537981751329092,0.00541572035119736,0.00325707910181794,0.00542306125872785,0.00418169028176713,0.00478435418706199,0.00509920745102219,0.00526657513424098,0.00531635658048843,0.00539337422536976,0.00541084650527701,0.00537981751329092,0.00541572035119736,0.00325707910181794,0.00542306125872785,0.00418169028176713,0.00478435418706199,0.00509920745102219,0.00526657513424098,0.00531635658048843,0.00539337422536976,0.00541084650527701,0.00537981751329092,0.00541572035119736
"35",35,0.00318136285011222,0.00532591482438199,0.00409138996607855,0.00470198993084853,0.00500639360015101,0.00514034849532688,0.00522300467790865,0.00520975726405132,0.00522699486122613,0.00528564364500392,0.00528756026702801,0.00318136285011222,0.00532591482438199,0.00409138996607855,0.00470198993084853,0.00500639360015101,0.00514034849532688,0.00522300467790865,0.00520975726405132,0.00522699486122613,0.00528564364500392,0.00528756026702801,0.00318136285011222,0.00532591482438199,0.00409138996607855,0.00470198993084853,0.00500639360015101,0.00514034849532688,0.00522300467790865,0.00520975726405132,0.00522699486122613,0.00528564364500392,0.00528756026702801,0.00318136285011222,0.00532591482438199,0.00409138996607855,0.00470198993084853,0.00500639360015101,0.00514034849532688,0.00522300467790865,0.00520975726405132,0.00522699486122613,0.00528564364500392,0.00528756026702801,0.00318136285011222,0.00532591482438199,0.00409138996607855,0.00470198993084853,0.00500639360015101,0.00514034849532688,0.00522300467790865,0.00520975726405132,0.00522699486122613,0.00528564364500392,0.00528756026702801,0.00318136285011222,0.00532591482438199,0.00409138996607855,0.00470198993084853,0.00500639360015101,0.00514034849532688,0.00522300467790865,0.00520975726405132,0.00522699486122613,0.00528564364500392,0.00528756026702801
"36",36,0.00316476393832224,0.0052355994809985,0.00406095234114673,0.00462850883200197,0.00492034520289703,0.0050533750218861,0.0051330542287259,0.00516453755044449,0.00518155709525297,0.00519487943206384,0.00519865702316136,0.00316476393832224,0.0052355994809985,0.00406095234114673,0.00462850883200197,0.00492034520289703,0.0050533750218861,0.0051330542287259,0.00516453755044449,0.00518155709525297,0.00519487943206384,0.00519865702316136,0.00316476393832224,0.0052355994809985,0.00406095234114673,0.00462850883200197,0.00492034520289703,0.0050533750218861,0.0051330542287259,0.00516453755044449,0.00518155709525297,0.00519487943206384,0.00519865702316136,0.00316476393832224,0.0052355994809985,0.00406095234114673,0.00462850883200197,0.00492034520289703,0.0050533750218861,0.0051330542287259,0.00516453755044449,0.00518155709525297,0.00519487943206384,0.00519865702316136,0.00316476393832224,0.0052355994809985,0.00406095234114673,0.00462850883200197,0.00492034520289703,0.0050533750218861,0.0051330542287259,0.00516453755044449,0.00518155709525297,0.00519487943206384,0.00519865702316136,0.00316476393832224,0.0052355994809985,0.00406095234114673,0.00462850883200197,0.00492034520289703,0.0050533750218861,0.0051330542287259,0.00516453755044449,0.00518155709525297,0.00519487943206384,0.00519865702316136
"37",37,0.00307136763492213,0.00514427463669009,0.00395301862333075,0.00453022695571748,0.00483325863503076,0.00500454492033839,0.00504601336811278,0.00508372421377978,0.00510051222705626,0.00510703379616176,0.00514784325767575,0.00307136763492213,0.00514427463669009,0.00395301862333075,0.00453022695571748,0.00483325863503076,0.00500454492033839,0.00504601336811278,0.00508372421377978,0.00510051222705626,0.00510703379616176,0.00514784325767575,0.00307136763492213,0.00514427463669009,0.00395301862333075,0.00453022695571748,0.00483325863503076,0.00500454492033839,0.00504601336811278,0.00508372421377978,0.00510051222705626,0.00510703379616176,0.00514784325767575,0.00307136763492213,0.00514427463669009,0.00395301862333075,0.00453022695571748,0.00483325863503076,0.00500454492033839,0.00504601336811278,0.00508372421377978,0.00510051222705626,0.00510703379616176,0.00514784325767575,0.00307136763492213,0.00514427463669009,0.00395301862333075,0.00453022695571748,0.00483325863503076,0.00500454492033839,0.00504601336811278,0.00508372421377978,0.00510051222705626,0.00510703379616176,0.00514784325767575,0.00307136763492213,0.00514427463669009,0.00395301862333075,0.00453022695571748,0.00483325863503076,0.00500454492033839,0.00504601336811278,0.00508372421377978,0.00510051222705626,0.00510703379616176,0.00514784325767575
"38",38,0.00300204588644629,0.00505945530185395,0.00386971934732799,0.00445573357627865,0.00475260544478789,0.00484013021207158,0.00496145064196385,0.00502070163103391,0.00503729306508724,0.00502167512709661,0.00498151382570711,0.00300204588644629,0.00505945530185395,0.00386971934732799,0.00445573357627865,0.00475260544478789,0.00484013021207158,0.00496145064196385,0.00502070163103391,0.00503729306508724,0.00502167512709661,0.00498151382570711,0.00300204588644629,0.00505945530185395,0.00386971934732799,0.00445573357627865,0.00475260544478789,0.00484013021207158,0.00496145064196385,0.00502070163103391,0.00503729306508724,0.00502167512709661,0.00498151382570711,0.00300204588644629,0.00505945530185395,0.00386971934732799,0.00445573357627865,0.00475260544478789,0.00484013021207158,0.00496145064196385,0.00502070163103391,0.00503729306508724,0.00502167512709661,0.00498151382570711,0.00300204588644629,0.00505945530185395,0.00386971934732799,0.00445573357627865,0.00475260544478789,0.00484013021207158,0.00496145064196385,0.00502070163103391,0.00503729306508724,0.00502167512709661,0.00498151382570711,0.00300204588644629,0.00505945530185395,0.00386971934732799,0.00445573357627865,0.00475260544478789,0.00484013021207158,0.00496145064196385,0.00502070163103391,0.00503729306508724,0.00502167512709661,0.00498151382570711
"39",39,0.00299131916826484,0.00497239768996613,0.00384585252412836,0.00438914801207649,0.00466968840985799,0.00486935228744645,0.00487904926375526,0.00488146383464366,0.00489782643411887,0.00493848692155163,0.00500900620839165,0.00299131916826484,0.00497239768996613,0.00384585252412836,0.00438914801207649,0.00466968840985799,0.00486935228744645,0.00487904926375526,0.00488146383464366,0.00489782643411887,0.00493848692155163,0.00500900620839165,0.00299131916826484,0.00497239768996613,0.00384585252412836,0.00438914801207649,0.00466968840985799,0.00486935228744645,0.00487904926375526,0.00488146383464366,0.00489782643411887,0.00493848692155163,0.00500900620839165,0.00299131916826484,0.00497239768996613,0.00384585252412836,0.00438914801207649,0.00466968840985799,0.00486935228744645,0.00487904926375526,0.00488146383464366,0.00489782643411887,0.00493848692155163,0.00500900620839165,0.00299131916826484,0.00497239768996613,0.00384585252412836,0.00438914801207649,0.00466968840985799,0.00486935228744645,0.00487904926375526,0.00488146383464366,0.00489782643411887,0.00493848692155163,0.00500900620839165,0.00299131916826484,0.00497239768996613,0.00384585252412836,0.00438914801207649,0.00466968840985799,0.00486935228744645,0.00487904926375526,0.00488146383464366,0.00489782643411887,0.00493848692155163,0.00500900620839165
"40",40,0.00290267204971312,0.00489196703217329,0.00374325206846221,0.00429673961411983,0.0045933204650801,0.00470135066105567,0.00479861445047089,0.00482913942408145,0.00484527790691638,0.00485727463734295,0.00483910056829418,0.00290267204971312,0.00489196703217329,0.00374325206846221,0.00429673961411983,0.0045933204650801,0.00470135066105567,0.00479861445047089,0.00482913942408145,0.00484527790691638,0.00485727463734295,0.00483910056829418,0.00290267204971312,0.00489196703217329,0.00374325206846221,0.00429673961411983,0.0045933204650801,0.00470135066105567,0.00479861445047089,0.00482913942408145,0.00484527790691638,0.00485727463734295,0.00483910056829418,0.00290267204971312,0.00489196703217329,0.00374325206846221,0.00429673961411983,0.0045933204650801,0.00470135066105567,0.00479861445047089,0.00482913942408145,0.00484527790691638,0.00485727463734295,0.00483910056829418,0.00290267204971312,0.00489196703217329,0.00374325206846221,0.00429673961411983,0.0045933204650801,0.00470135066105567,0.00479861445047089,0.00482913942408145,0.00484527790691638,0.00485727463734295,0.00483910056829418,0.00290267204971312,0.00489196703217329,0.00374325206846221,0.00429673961411983,0.0045933204650801,0.00470135066105567,0.00479861445047089,0.00482913942408145,0.00484527790691638,0.00485727463734295,0.00483910056829418
"41",41,0.00283758681704041,0.00480824408491848,0.00366479040437015,0.00422770407613815,0.00451363983207273,0.00466304199592157,0.00471991918169062,0.00476552500414151,0.00478146813303529,0.00477781092437826,0.00479894003022927,0.00283758681704041,0.00480824408491848,0.00366479040437015,0.00422770407613815,0.00451363983207273,0.00466304199592157,0.00471991918169062,0.00476552500414151,0.00478146813303529,0.00477781092437826,0.00479894003022927,0.00283758681704041,0.00480824408491848,0.00366479040437015,0.00422770407613815,0.00451363983207273,0.00466304199592157,0.00471991918169062,0.00476552500414151,0.00478146813303529,0.00477781092437826,0.00479894003022927,0.00283758681704041,0.00480824408491848,0.00366479040437015,0.00422770407613815,0.00451363983207273,0.00466304199592157,0.00471991918169062,0.00476552500414151,0.00478146813303529,0.00477781092437826,0.00479894003022927,0.00283758681704041,0.00480824408491848,0.00366479040437015,0.00422770407613815,0.00451363983207273,0.00466304199592157,0.00471991918169062,0.00476552500414151,0.00478146813303529,0.00477781092437826,0.00479894003022927,0.00283758681704041,0.00480824408491848,0.00366479040437015,0.00422770407613815,0.00451363983207273,0.00466304199592157,0.00471991918169062,0.00476552500414151,0.00478146813303529,0.00477781092437826,0.00479894003022927
"42",42,0.00283103366377291,0.00473157347763484,0.00364577967817617,0.00416616679398918,0.00444092784128919,0.0046032146946508,0.00464284356928349,0.00469023528148696,0.00470597050112975,0.00469997636161368,0.00473735113825016,0.00283103366377291,0.00473157347763484,0.00364577967817617,0.00416616679398918,0.00444092784128919,0.0046032146946508,0.00464284356928349,0.00469023528148696,0.00470597050112975,0.00469997636161368,0.00473735113825016,0.00283103366377291,0.00473157347763484,0.00364577967817617,0.00416616679398918,0.00444092784128919,0.0046032146946508,0.00464284356928349,0.00469023528148696,0.00470597050112975,0.00469997636161368,0.00473735113825016,0.00283103366377291,0.00473157347763484,0.00364577967817617,0.00416616679398918,0.00444092784128919,0.0046032146946508,0.00464284356928349,0.00469023528148696,0.00470597050112975,0.00469997636161368,0.00473735113825016,0.00283103366377291,0.00473157347763484,0.00364577967817617,0.00416616679398918,0.00444092784128919,0.0046032146946508,0.00464284356928349,0.00469023528148696,0.00470597050112975,0.00469997636161368,0.00473735113825016,0.00283103366377291,0.00473157347763484,0.00364577967817617,0.00416616679398918,0.00444092784128919,0.0046032146946508,0.00464284356928349,0.00469023528148696,0.00470597050112975,0.00469997636161368,0.00473735113825016
